CODICE,DESCRIZIONE
Q20.6,MALFORMAZIONI CONGENITE DELLE CAVITA' E DELLE CONNESSIONI CARDIACHE - ISOMERISMO ATRIALE
Q20.8,MALFORMAZIONI CONGENITE DELLE CAVITA' E DELLE CONNESSIONI CARDIACHE - ALTRE MALFORMAZIONI CONGENITE DELLE CAVITA' E DELLE CONNESSIONI CARDIACHE
Q20.9,MALFORMAZIONI CONGENITE DELLE CAVITA' E DELLE CONNESSIONI CARDIACHE - MALFORMAZIONE CONGENITA DI CAVITA' E CONNESSIONI CARDIACHE NON SPECIFICATA
Q21.0,MALFORMAZIONI CONGENITE DEI SETTI CARDIACI - DIFETTO DEL SETTO INTERVENTRICOLARE (COMUNICAZIONE INTERVENTRICOLARE)
Q21.1,MALFORMAZIONI CONGENITE DEI SETTI CARDIACI - DIFETTO DEL SETTO INTERATRIALE (COMUNICAZIONE INTERATRIALE)
Q21.2,MALFORMAZIONI CONGENITE DEI SETTI CARDIACI - DIFETTO DEL SETTO ATRIO VENTRICOLARE (COMUNICAZIONE ATRIO VENTRICOLARE)
Q21.3,MALFORMAZIONI CONGENITE DEI SETTI CARDIACI - TETRALOGIA DI FALLOT
Q21.4,MALFORMAZIONI CONGENITE DEI SETTI CARDIACI - DIFETTO DEL SETTO AORTO POLMONARE (COMUNICAZIONE AORTO POLMONARE)
Q21.8,MALFORMAZIONI CONGENITE DEI SETTI CARDIACI - ALTRE MALFORMAZIONI CONGENITE DEI SETTI CARDIACI
Q21.9,MALFORMAZIONI CONGENITE DEI SETTI CARDIACI - MALFORMAZIONE CONGENITA SETTALE CARDIACA NON SPECIFICATA
Q22.0,MALFORMAZIONI CONGENITE DELLA VALVOLA POLMONARE E DELLA VALVOLA TRICUSPIDE - ATRESIA DELLA VALVOLA POLMONARE
Q22.1,MALFORMAZIONI CONGENITE DELLA VALVOLA POLMONARE E DELLA VALVOLA TRICUSPIDE - STENOSI CONGENITA DELLA VALVOLA POLMONARE
Q22.2,MALFORMAZIONI CONGENITE DELLA VALVOLA POLMONARE E DELLA VALVOLA TRICUSPIDE - INSUFFICIENZA CONGENITA DELLA VALVOLA POLMONARE
Q22.3,MALFORMAZIONI CONGENITE DELLA VALVOLA POLMONARE E DELLA VALVOLA TRICUSPIDE - ALTRE MALFORMAZIONI CONGENITE DELLA VALVOLA POLMONARE
Q22.4,MALFORMAZIONI CONGENITE DELLA VALVOLA POLMONARE E DELLA VALVOLA TRICUSPIDE - STENOSI TRICUSPIDALE CONGENITA
Q22.5,MALFORMAZIONI CONGENITE DELLA VALVOLA POLMONARE E DELLA VALVOLA TRICUSPIDE - ANOMALIA DI EBSTEIN
Q22.6,MALFORMAZIONI CONGENITE DELLA VALVOLA POLMONARE E DELLA VALVOLA TRICUSPIDE - SINDROME DEL CUORE DESTRO IPOPLASICO
Q22.8,MALFORMAZIONI CONGENITE DELLA VALVOLA POLMONARE E DELLA VALVOLA TRICUSPIDE - ALTRE MALFORMAZIONI CONGENITE DELLA VALVOLA TRICUSPIDE
Q22.9,MALFORMAZIONI CONGENITE DELLA VALVOLA POLMONARE E DELLA VALVOLA TRICUSPIDE - MALFORMAZIONE CONGENITA DELLA VALVOLA TRICUSPIDE NON SPECIFICATA
Q23.0,MALFORMAZIONI CONGENITE DELLA VALVOLA AORTICA E DELLA MITRALE - STENOSI CONGENITA DELLA VALVOLA AORTICA
Q23.1,MALFORMAZIONI CONGENITE DELLA VALVOLA AORTICA E DELLA MITRALE - INSUFFICIENZA CONGENITA DELLA VALVOLA AORTICA
Q23.2,MALFORMAZIONI CONGENITE DELLA VALVOLA AORTICA E DELLA MITRALE - STENOSI MITRALICA CONGENITA
Q23.3,MALFORMAZIONI CONGENITE DELLA VALVOLA AORTICA E DELLA MITRALE - INSUFFICIENZA MITRALICA CONGENITA
Q23.4,MALFORMAZIONI CONGENITE DELLA VALVOLA AORTICA E DELLA MITRALE - SINDROME DEL CUORE SINISTRO IPOPLASICO
Q23.8,MALFORMAZIONI CONGENITE DELLA VALVOLA AORTICA E DELLA MITRALE - ALTRE MALFORMAZIONI CONGENITE DELLA VALVOLA AORTICA E DELLA VALVOLA MITRALE
Q23.9,MALFORMAZIONI CONGENITE DELLA VALVOLA AORTICA E DELLA MITRALE - MALFORMAZIONE CONGENITA NON SPECIFICATA DELLA VALVOLA AORTICA E DELLA VALVOLA MITRALE
Q24.0,ALTRE MALFORMAZIONI CONGENITE DEL CUORE - DESTROCARDIA
Q24.1,ALTRE MALFORMAZIONI CONGENITE DEL CUORE - LEVOCARDIA
Q24.2,ALTRE MALFORMAZIONI CONGENITE DEL CUORE - CUORE TRIATRIALE
Q24.3,ALTRE MALFORMAZIONI CONGENITE DEL CUORE - STENOSI INFUNDIBOLARE DELLA POLMONARE
Q24.4,ALTRE MALFORMAZIONI CONGENITE DEL CUORE - STENOSI SUBAORTICA CONGENITA
Q24.5,ALTRE MALFORMAZIONI CONGENITE DEL CUORE - MALFORMAZIONE DEI VASI CORONARICI
Q24.6,ALTRE MALFORMAZIONI CONGENITE DEL CUORE - BLOCCO CARDIACO CONGENITO
Q24.8,"ALTRE MALFORMAZIONI CONGENITE DEL CUORE - ALTRE MALFORMAZIONI CONGENITE, SPECIFICATE, DEL CUORE"
Q24.9,ALTRE MALFORMAZIONI CONGENITE DEL CUORE - MALFORMAZIONE CONGENITA DEL CUORE NON SPECIFICATA
Q25.0,MALFORMAZIONI CONGENITE DELLE GRANDI ARTERIE - PERVIETA' DEL DOTTO ARTERIOSO
Q25.1,MALFORMAZIONI CONGENITE DELLE GRANDI ARTERIE - COARTAZIONE DELL'AORTA
Q25.2,MALFORMAZIONI CONGENITE DELLE GRANDI ARTERIE - ATRESIA DELL'AORTA
Q25.3,MALFORMAZIONI CONGENITE DELLE GRANDI ARTERIE - STENOSI DELL'AORTA
Q25.4,MALFORMAZIONI CONGENITE DELLE GRANDI ARTERIE - ALTRE MALFORMAZIONI CONGENITE DELL'AORTA
Q25.5,MALFORMAZIONI CONGENITE DELLE GRANDI ARTERIE - ATRESIA DI ARTERIA POLMONARE
Q25.6,MALFORMAZIONI CONGENITE DELLE GRANDI ARTERIE - STENOSI DI ARTERIA POLMONARE
Q25.7,MALFORMAZIONI CONGENITE DELLE GRANDI ARTERIE - ALTRE MALFORMAZIONI CONGENITE DI ARTERIA POLMONARE
Q25.8,MALFORMAZIONI CONGENITE DELLE GRANDI ARTERIE - ALTRE MALFORMAZIONI CONGENITE DELLE GRANDI ARTERIE
Q25.9,MALFORMAZIONI CONGENITE DELLE GRANDI ARTERIE - MALFORMAZIONE CONGENITA DELLE GRANDI ARTERIE NON SPECIFICATA
Q26.0,MALFORMAZIONI CONGENITE DEI GROSSI VASI VENOSI - STENOSI CONGENITA DELLA VENA CAVA
Q26.1,MALFORMAZIONI CONGENITE DEI GROSSI VASI VENOSI - PERSISTENZA DELLA VENA CAVA SUPERIORE SINISTRA
Q26.2,MALFORMAZIONI CONGENITE DEI GROSSI VASI VENOSI - CONNESSIONE DELLE VENE POLMONARI TOTALMENTE ANOMALA
Q26.3,MALFORMAZIONI CONGENITE DEI GROSSI VASI VENOSI - CONNESSIONE DELLE VENE POLMONARI PARZIALMENTE ANOMALA
Q26.4,"MALFORMAZIONI CONGENITE DEI GROSSI VASI VENOSI - CONNESSIONE VENOSA POLMONARE ANOMALA, NON SPECIFICATA"
Q26.5,MALFORMAZIONI CONGENITE DEI GROSSI VASI VENOSI - ANOMALA CONNESSIONE DELLA VENA PORTA
Q26.6,MALFORMAZIONI CONGENITE DEI GROSSI VASI VENOSI - FISTOLA FRA ARTERIA EPATICA E VENA PORTA
Q26.8,MALFORMAZIONI CONGENITE DEI GROSSI VASI VENOSI - ALTRE MALFORMAZIONI CONGENITE DEI GROSSI VASI VENOSI
Q26.9,"MALFORMAZIONI CONGENITE DEI GROSSI VASI VENOSI - MALFORMAZIONE CONGENITA DEI GROSSI VASI VENOSI, NON SPECIFICATA"
Q27.0,ALTRE MALFORMAZIONI CONGENITE DEL SISTEMA VASCOLARE PERIFERICO - ASSENZA CONGENITA ED IPOPLASIA DELL'ARTERIA OMBELICALE
Q27.1,ALTRE MALFORMAZIONI CONGENITE DEL SISTEMA VASCOLARE PERIFERICO - STENOSI CONGENITA DI ARTERIA RENALE
Q27.2,ALTRE MALFORMAZIONI CONGENITE DEL SISTEMA VASCOLARE PERIFERICO - ALTRE MALFORMAZIONI CONGENITE DI ARTERIA RENALE
Q27.3,ALTRE MALFORMAZIONI CONGENITE DEL SISTEMA VASCOLARE PERIFERICO - MALFORMAZIONI ARTEROVENOSE PERIFERICHE
Q27.4,ALTRE MALFORMAZIONI CONGENITE DEL SISTEMA VASCOLARE PERIFERICO - FLEBECTASIA CONGENITA
Q27.8,"ALTRE MALFORMAZIONI CONGENITE DEL SISTEMA VASCOLARE PERIFERICO - ALTRE MALFORMAZIONI CONGENITE, SPECIFICATE, DEL SISTEMA VASCOLARE PERIFERICO"
Q27.9,"ALTRE MALFORMAZIONI CONGENITE DEL SISTEMA VASCOLARE PERIFERICO - MALFORMAZIONE CONGENITA, NON SPECIFICATA, DEL SISTEMA VASCOLARE PERIFERICO"
Q28.0,ALTRE MALFORMAZIONI CONGENITE DELL'APPARATO CIRCOLATORIO - MALFORMAZIONE ARTEROVENOSA DI VASI PRECEREBRALI
Q28.1,ALTRE MALFORMAZIONI CONGENITE DELL'APPARATO CIRCOLATORIO - ALTRE MALFORMAZIONI DI VASI PRECEREBRALI
Q28.2,ALTRE MALFORMAZIONI CONGENITE DELL'APPARATO CIRCOLATORIO - MALFORMAZIONE ARTEROVENOSA DI VASI CEREBRALI
Q28.3,ALTRE MALFORMAZIONI CONGENITE DELL'APPARATO CIRCOLATORIO - ALTRE MALFORMAZIONI DI VASI CEREBRALI
Q28.8,"ALTRE MALFORMAZIONI CONGENITE DELL'APPARATO CIRCOLATORIO - ALTRE MALFORMAZIONI CONGENITE, SPECIFICATE, DELL'APPARATO CIRCOLATORIO"
Q28.9,ALTRE MALFORMAZIONI CONGENITE DELL'APPARATO CIRCOLATORIO - MALFORMAZIONE CONGENITA DELL'APPARATO CIRCOLATORIO NON SPECIFICATA
Q30.0,MALFORMAZIONI CONGENITE DEL NASO - ATRESIA DELLE COANE
Q30.1,MALFORMAZIONI CONGENITE DEL NASO - AGENESIA E IPOPLASIA DEL NASO
Q30.2,"MALFORMAZIONI CONGENITE DEL NASO - FISSURAZIONE, SCHISI, INCISURA DEL NASO"
Q30.3,MALFORMAZIONI CONGENITE DEL NASO - PERFORAZIONE CONGENITA DEL SETTO NASALE
Q30.8,MALFORMAZIONI CONGENITE DEL NASO - ALTRE MALFORMAZIONI CONGENITE DEL NASO
Q30.9,MALFORMAZIONI CONGENITE DEL NASO - MALFORMAZIONE CONGENITA DEL NASO NON SPECIFICATA
Q31.0,MALFORMAZIONI CONGENITE DELLA LARINGE - MEMBRANA LARINGEA
Q31.1,MALFORMAZIONI CONGENITE DELLA LARINGE - STENOSI SOTTOGLOTTICA CONGENITA
Q31.2,MALFORMAZIONI CONGENITE DELLA LARINGE - IPOPLASIA LARINGEA
Q31.3,MALFORMAZIONI CONGENITE DELLA LARINGE - LARINGOCELE
Q31.5,MALFORMAZIONI CONGENITE DELLA LARINGE - LARINGOMALACIA CONGENITA
Q31.8,MALFORMAZIONI CONGENITE DELLA LARINGE - ALTRE MALFORMAZIONI CONGENITE DELLA LARINGE
Q31.9,"MALFORMAZIONI CONGENITE DELLA LARINGE - MALFORMAZIONE CONGENITA DELLA LARINGE, NON SPECIFICATA"
Q32.0,MALFORMAZIONI CONGENITE DELLA TRACHEA E DEI BRONCHI - TRACHEOMALACIA CONGENITA
Q32.1,MALFORMAZIONI CONGENITE DELLA TRACHEA E DEI BRONCHI - ALTRE MALFORMAZIONI CONGENITE DELLA TRACHEA
Q32.2,MALFORMAZIONI CONGENITE DELLA TRACHEA E DEI BRONCHI - BRONCOMALACIA CONGENITA
Q32.3,MALFORMAZIONI CONGENITE DELLA TRACHEA E DEI BRONCHI - STENOSI CONGENITA DEI BRONCHI
Q32.4,MALFORMAZIONI CONGENITE DELLA TRACHEA E DEI BRONCHI - ALTRE MALFORMAZIONI CONGENITE DEI BRONCHI
Q33.0,MALFORMAZIONI CONGENITE DEL POLMONE - POLMONE CISTICO CONGENITO
Q33.1,MALFORMAZIONI CONGENITE DEL POLMONE - LOBO POLMONARE ACCESSORIO
Q33.2,MALFORMAZIONI CONGENITE DEL POLMONE - SEQUESTRAZIONE POLMONARE
Q33.3,MALFORMAZIONI CONGENITE DEL POLMONE - AGENESIA POLMONARE
Q33.4,MALFORMAZIONI CONGENITE DEL POLMONE - BRONCHIECTASIA CONGENITA
Q33.5,MALFORMAZIONI CONGENITE DEL POLMONE - TESSUTO ECTOPICO INTRAPOLMONARE
Q33.6,MALFORMAZIONI CONGENITE DEL POLMONE - IPOPLASIA E DISPLASIA DEL POLMONE
Q33.8,MALFORMAZIONI CONGENITE DEL POLMONE - ALTRE MALFORMAZIONI CONGENITE POLMONARI
Q33.9,MALFORMAZIONI CONGENITE DEL POLMONE - MALFORMAZIONE CONGENITA POLMONARE NON SPECIFICATA
Q34.0,ALTRE MALFORMAZIONI CONGENITE DELL'APPARATO RESPIRATORIO - ANOMALIA DELLA PLEURA
Q34.1,ALTRE MALFORMAZIONI CONGENITE DELL'APPARATO RESPIRATORIO - CISTI CONGENITA DEL MEDIASTINO
Q34.8,"ALTRE MALFORMAZIONI CONGENITE DELL'APPARATO RESPIRATORIO - ALTRE MALFORMAZIONI CONGENITE, SPECIFICATE, DELL'APPARATO RESPIRATORIO"
Q34.9,ALTRE MALFORMAZIONI CONGENITE DELL'APPARATO RESPIRATORIO - MALFORMAZIONE CONGENITA DELL'APPARATO RESPIRATORIO NON SPECIFICATA
Q35.1,SCHISI DEL PALATO - SCHISI DEL PALTO DURO
Q35.3,SCHISI DEL PALATO - SCHISI DEL PALATO MOLLE
Q35.5,SCHISI DEL PALATO - SCHISI DEL PALATO DURO CON SCHISI DEL PALATO MOLLE
Q35.7,SCHISI DEL PALATO - SCHISI DELL'UGOLA
Q35.9,SCHISI DEL PALATO - SCHISI DEL PALATO NON SPECIFICATA
Q36.0,"SCHISI DEL LABBRO - SCHISI DEL LABBRO, BILATERALE"
Q36.1,"SCHISI DEL LABBRO - SCHISI DEL LABBRO, MEDIANA"
Q36.9,"SCHISI DEL LABBRO - SCHISI DEL LABBRO, UNILATERALE"
Q37.0,PALATOSCHISI CON CHEILOSCHISI - SCHISI DEL PALATO DURO CON CHEILOSCHISI BILATERALE
Q37.1,PALATOSCHISI CON CHEILOSCHISI - SCHISI DEL PALATO DURO CON CHEILOSCHISI UNILATERALE
Q37.2,PALATOSCHISI CON CHEILOSCHISI - SCHISI DEL PALATO MOLLE CON CHEILOSCHISI BILATERALE
Q37.3,PALATOSCHISI CON CHEILOSCHISI - SCHISI DEL PALATO MOLLE CON CHEILOSCHISI UNILATERALE
Q37.4,PALATOSCHISI CON CHEILOSCHISI - SCHISI DEL PALATO DURO E DEL PALATO MOLLE CON CHEILOSCHISI BILATERALE
Q37.5,PALATOSCHISI CON CHEILOSCHISI - SCHISI DEL PALATO DURO E DEL PALATO MOLLE CON CHEILOSCHISI UNILATERALE
Q37.8,"PALATOSCHISI CON CHEILOSCHISI - PALATOSCHISI CON CHEILOSCHISI BILATERALE, NON SPECIFICATA"
Q37.9,"PALATOSCHISI CON CHEILOSCHISI - PALATOSCHISI CON CHEILOSCHISI UNILATERALE, NON SPECIFICATA"
Q38.0,"ALTRE MALFORMAZIONI CONGENITE DELLA LINGUA, DELLA BOCCA E DELLA FARINGE - MALFORMAZIONI CONGENITE DELLE LABBRA NON CLASSIFICATE ALTROVE"
Q38.1,"ALTRE MALFORMAZIONI CONGENITE DELLA LINGUA, DELLA BOCCA E DELLA FARINGE - ANCHILOGLOSSIA"
Q38.2,"ALTRE MALFORMAZIONI CONGENITE DELLA LINGUA, DELLA BOCCA E DELLA FARINGE - MACROGLOSSIA"
Q38.3,"ALTRE MALFORMAZIONI CONGENITE DELLA LINGUA, DELLA BOCCA E DELLA FARINGE - ALTRE MALFORMAZIONI CONGENITE DELLA LINGUA"
Q38.4,"ALTRE MALFORMAZIONI CONGENITE DELLA LINGUA, DELLA BOCCA E DELLA FARINGE - MALFORMAZIONI CONGENITE DELLE GHIANDOLE E DEI DOTTI SALIVARI"
Q38.5,"ALTRE MALFORMAZIONI CONGENITE DELLA LINGUA, DELLA BOCCA E DELLA FARINGE - MALFORMAZIONI CONGENITE DEL PALATO NON CLASSIFICATE ALTROVE"
Q38.6,"ALTRE MALFORMAZIONI CONGENITE DELLA LINGUA, DELLA BOCCA E DELLA FARINGE - ALTRE MALFORMAZIONI CONGENITE DELLA BOCCA"
Q38.7,"ALTRE MALFORMAZIONI CONGENITE DELLA LINGUA, DELLA BOCCA E DELLA FARINGE - TASCA FARINGEA"
Q38.8,"ALTRE MALFORMAZIONI CONGENITE DELLA LINGUA, DELLA BOCCA E DELLA FARINGE - ALTRE MALFORMAZIONI CONGENITE DELLA FARINGE"
Q39.0,MALFORMAZIONI CONGENITE DELL'ESOFAGO - ATRESIA DELL'ESOFAGO SENZA FISTOLA
Q39.1,MALFORMAZIONI CONGENITE DELL'ESOFAGO - ATRESIA DELL'ESOFAGO CON FISTOLA TRACHEO ESOFAGEA
Q39.2,MALFORMAZIONI CONGENITE DELL'ESOFAGO - FISTOLA TRACHEO ESOFAGEA CONGENITA SENZA ATRESIA
Q39.3,MALFORMAZIONI CONGENITE DELL'ESOFAGO - STENOSI E RESTRINGIMENTO CONGENITO DELL'ESOFAGO
Q39.4,MALFORMAZIONI CONGENITE DELL'ESOFAGO - PTERIGIO ESOFAGEO
Q39.5,MALFORMAZIONI CONGENITE DELL'ESOFAGO - DILATAZIONE CONGENITA DELL'ESOFAGO
Q39.6,MALFORMAZIONI CONGENITE DELL'ESOFAGO - DIVERTICOLO DELL'ESOFAGO
Q39.8,MALFORMAZIONI CONGENITE DELL'ESOFAGO - ALTRE MALFORMAZIONI CONGENITE DELL'ESOFAGO
Q39.9,MALFORMAZIONI CONGENITE DELL'ESOFAGO - MALFORMAZIONE CONGENITA DELL'ESOFAGO NON SPECIFICATA
Q40.0,ALTRE MALFORMAZIONI CONGENITE DELLE VIE DIGERENTI SUPERIORI - STENOSI CONGENITA IPERTROFICA DEL PILORO
Q40.1,ALTRE MALFORMAZIONI CONGENITE DELLE VIE DIGERENTI SUPERIORI - ERNIA IATALE CONGENITA
Q40.2,"ALTRE MALFORMAZIONI CONGENITE DELLE VIE DIGERENTI SUPERIORI - ALTRE MALFORMAZIONI CONGENITE, SPECIFICATE, DELLO STOMACO"
Q40.3,ALTRE MALFORMAZIONI CONGENITE DELLE VIE DIGERENTI SUPERIORI - MALFORMAZIONE CONGENITA DELLO STOMACO NON SPECIFICATA
Q40.8,"ALTRE MALFORMAZIONI CONGENITE DELLE VIE DIGERENTI SUPERIORI - ALTRE MALFORMAZIONI CONGENITE, SPECIFICATE, DELLE VIE DIGERENTI SUPERIORI"
Q40.9,ALTRE MALFORMAZIONI CONGENITE DELLE VIE DIGERENTI SUPERIORI - MALFORMAZIONE CONGENITA DELLE VIE DIGERENTI SUPERIORI NON SPECIFICATA
Q41.0,"ASSENZA, ATRESIA E STENOSI CONGENITE DELL'INTESTINO TENUE - ASSENZA, ATRESIA E STENOSI CONGENITE DEL DUODENO"
Q41.1,"ASSENZA, ATRESIA E STENOSI CONGENITE DELL'INTESTINO TENUE - ASSENZA, ATRESIA E STENOSI CONGENITE DEL DIGIUNO"
Q41.2,"ASSENZA, ATRESIA E STENOSI CONGENITE DELL'INTESTINO TENUE - ASSENZA, ATRESIA E STENOSI CONGENITE DELL'ILEO"
Q41.8,"ASSENZA, ATRESIA E STENOSI CONGENITE DELL'INTESTINO TENUE - ASSENZA, ATRESIA E STENOSI CONGENITE DI ALTRE PARTI SPECIFICATE DELL'INTESTINO TENUE"
Q41.9,"ASSENZA, ATRESIA E STENOSI CONGENITE DELL'INTESTINO TENUE - ASSENZA, ATRESIA E STENOSI CONGENITE DELL'INTESTINO TENUE, PARTE NON SPECIFICATA"
Q42.0,"ASSENZA, ATRESIA E STENOSI CONGENITE DEL COLON - ASSENZA, ATRESIA E STENOSI CONGENITE DEL RETTO CON FISTOLA"
Q42.1,"ASSENZA, ATRESIA E STENOSI CONGENITE DEL COLON - ASSENZA, ATRESIA E STENOSI CONGENITE DEL RETTO SENZA FISTOLA"
Q42.2,"ASSENZA, ATRESIA E STENOSI CONGENITE DEL COLON - ASSENZA, ATRESIA E STENOSI CONGENITE DELL'ANO CON FISTOLA"
Q42.3,"ASSENZA, ATRESIA E STENOSI CONGENITE DEL COLON - ASSENZA, ATRESIA E STENOSI CONGENITE DELL'ANO SENZA FISTOLA"
Q42.8,"ASSENZA, ATRESIA E STENOSI CONGENITE DEL COLON - ASSENZA, ATRESIA E STENOSI CONGENITE DI ALTRA PARTE DEL COLON"
Q42.9,"ASSENZA, ATRESIA E STENOSI CONGENITE DEL COLON - ASSENZA, ATRESIA E STENOSI CONGENITE DI SEDE NON SPECIFICATA DEL GROSSO INTESTINO"
Q43.0,ALTRE MALFORMAZIONI CONGENITE DELL'INTESTINO - DIVERTICOLO DI MECKEL
Q43.1,ALTRE MALFORMAZIONI CONGENITE DELL'INTESTINO - MALATTIA DI HIRSCHSPRUNG
Q43.2,ALTRE MALFORMAZIONI CONGENITE DELL'INTESTINO - ALTRI DISTURBI FUNZIONALI CONGENITI DEL COLON
Q43.3,ALTRE MALFORMAZIONI CONGENITE DELL'INTESTINO - MALFORMAZIONI CONGENITE DI FISSAZIONE DELL'INTESTINO
Q43.4,ALTRE MALFORMAZIONI CONGENITE DELL'INTESTINO - DUPLICAZIONE DELL'INTESTINO
Q43.5,ALTRE MALFORMAZIONI CONGENITE DELL'INTESTINO - ANO ECTOPICO
Q43.6,ALTRE MALFORMAZIONI CONGENITE DELL'INTESTINO - FISTOLA CONGENITA DEL RETTO E DELL'ANO
Q43.7,ALTRE MALFORMAZIONI CONGENITE DELL'INTESTINO - PERSISTENZA DELLA CLOACA
Q43.8,"ALTRE MALFORMAZIONI CONGENITE DELL'INTESTINO - ALTRE MALFORMAZIONI CONGENITE, SPECIFICATE, DELL'INTESTINO"
Q43.9,ALTRE MALFORMAZIONI CONGENITE DELL'INTESTINO - MALFORMAZIONE CONGENITA DELL'INTESTINO NON SPECIFICATA
Q44.0,"MALFORMAZIONI CONGENITE DELLA COLECISTI, DELLE VIE BILIARI E DEL FEGATO - AGENESIA, APLASIA E IPOPLASIA DELLA COLECISTI"
Q44.1,"MALFORMAZIONI CONGENITE DELLA COLECISTI, DELLE VIE BILIARI E DEL FEGATO - ALTRE MALFORMAZIONI CONGENITE DELLA COLECISTI"
Q44.2,"MALFORMAZIONI CONGENITE DELLA COLECISTI, DELLE VIE BILIARI E DEL FEGATO - ATRESIA DELLE VIE BILIARI"
Q44.3,"MALFORMAZIONI CONGENITE DELLA COLECISTI, DELLE VIE BILIARI E DEL FEGATO - STENOSI E RESTRINGIMENTO CONGENITI DELLE VIE BILIARI"
Q44.4,"MALFORMAZIONI CONGENITE DELLA COLECISTI, DELLE VIE BILIARI E DEL FEGATO - CISTI DEL COLEDOCO"
Q44.5,"MALFORMAZIONI CONGENITE DELLA COLECISTI, DELLE VIE BILIARI E DEL FEGATO - ALTRE MALFORMAZIONI CONGENITE DELLE VIE BILIARI"
Q44.6,"MALFORMAZIONI CONGENITE DELLA COLECISTI, DELLE VIE BILIARI E DEL FEGATO - MALATTIA CISTICA DEL FEGATO"
Q44.7,"MALFORMAZIONI CONGENITE DELLA COLECISTI, DELLE VIE BILIARI E DEL FEGATO - ALTRE MALFORMAZIONI CONGENITE DEL FEGATO"
Q45.0,"ALTRE MALFORMAZIONI CONGENITE DELL'APPARATO DIGERENTE - AGENESIA, APLASIA E IPOPLASIA DEL PANCREAS"
Q45.1,ALTRE MALFORMAZIONI CONGENITE DELL'APPARATO DIGERENTE - PANCREAS ANULARE
Q45.2,ALTRE MALFORMAZIONI CONGENITE DELL'APPARATO DIGERENTE - CISTI PANCREATICA CONGENITA
Q45.3,ALTRE MALFORMAZIONI CONGENITE DELL'APPARATO DIGERENTE - ALTRE MALFORMAZIONI CONGENITE DEL PANCREAS O DEL DOTTO PANCREATICO
Q45.8,"ALTRE MALFORMAZIONI CONGENITE DELL'APPARATO DIGERENTE - ALTRE MALFORMAZIONI CONGENITE, SPECIFICATE, DELL'APPARATO DIGERENTE"
Q45.9,ALTRE MALFORMAZIONI CONGENITE DELL'APPARATO DIGERENTE - MALFORMAZIONE CONGENITA DELL'APPARATO DIGERENTE NON SPECIFICATA
Q50.0,"MALFORMAZIONI CONGENITE DELLE OVAIE, DELLE TUBE DI FALLOPIO E DEI LEGAMENTI LARGHI - ASSENZA CONGENITA DELL'OVAIO"
Q50.1,"MALFORMAZIONI CONGENITE DELLE OVAIE, DELLE TUBE DI FALLOPIO E DEI LEGAMENTI LARGHI - CISTI OVARICA DELLO SVILUPPO"
Q50.2,"MALFORMAZIONI CONGENITE DELLE OVAIE, DELLE TUBE DI FALLOPIO E DEI LEGAMENTI LARGHI - TORSIONE CONGENITA DELL'OVAIO"
Q50.3,"MALFORMAZIONI CONGENITE DELLE OVAIE, DELLE TUBE DI FALLOPIO E DEI LEGAMENTI LARGHI - ALTRE MALFORMAZIONI CONGENITE DELL'OVAIO"
Q50.4,"MALFORMAZIONI CONGENITE DELLE OVAIE, DELLE TUBE DI FALLOPIO E DEI LEGAMENTI LARGHI - CISTI EMBRIONALE DELLA TUBA DI FALLOPPIO"
Q50.5,"MALFORMAZIONI CONGENITE DELLE OVAIE, DELLE TUBE DI FALLOPIO E DEI LEGAMENTI LARGHI - CISTI EMBRIONALE DEL LEGAMENTO LARGO"
Q50.6,"MALFORMAZIONI CONGENITE DELLE OVAIE, DELLE TUBE DI FALLOPIO E DEI LEGAMENTI LARGHI - ALTRE MALFORMAZIONI CONGENITE DELLE TUBE DI FALLOPPIO E DEI LEGAMENTI LARGHI"
Q51.0,MALFORMAZIONI CONGENITE DELL'UTERO E DELLA CERVICE UTERINA - AGENESIA E APLASIA DELL'UTERO
Q51.1,MALFORMAZIONI CONGENITE DELL'UTERO E DELLA CERVICE UTERINA - UTERO DOPPIO CON DUPLICAZIONE DI CERVICE E DI VAGINA
Q51.2,MALFORMAZIONI CONGENITE DELL'UTERO E DELLA CERVICE UTERINA - ALTRA DUPLICAZIONE DELL'UTERO
Q51.3,MALFORMAZIONI CONGENITE DELL'UTERO E DELLA CERVICE UTERINA - UTERO BICORNE
Q51.4,MALFORMAZIONI CONGENITE DELL'UTERO E DELLA CERVICE UTERINA - UTERO UNICORNE
Q51.5,MALFORMAZIONI CONGENITE DELL'UTERO E DELLA CERVICE UTERINA - AGENESIA E APLASIA DELLA CERVICE UTERINA
Q51.6,MALFORMAZIONI CONGENITE DELL'UTERO E DELLA CERVICE UTERINA - CISTI EMBRIONALE DELLA CERVICE UTERINA
Q51.7,MALFORMAZIONI CONGENITE DELL'UTERO E DELLA CERVICE UTERINA - FISTOLE CONGENITE UTERO INTESTINALI E UTERO URINARIE
Q51.8,MALFORMAZIONI CONGENITE DELL'UTERO E DELLA CERVICE UTERINA - ALTRE MALFORMAZIONI CONGENITE DELL'UTERO E DELLA CERVICE UTERINA
Q51.9,"MALFORMAZIONI CONGENITE DELL'UTERO E DELLA CERVICE UTERINA - MALFORMAZIONE CONGENITA DELL'UTERO E DELLA CERVICE UTERINA, NON SPECIFICATA"
Q52.0,ALTRE MALFORMAZIONI CONGENITE DEGLI ORGANI GENITALI FEMMINILI - ASSENZA CONGENITA DELLA VAGINA
